route_id,service_id,trip_id,trip_headsign,trip_short_name,direction_id,block_id,shape_id,wheelchair_accessible,bikes_allowed,jp_trip_desc,jp_trip_desc_symbol,jp_office_id
104300,20180401_weekend,weekend_104300_0,,,1,,,0,0,,,
104300,20180401_weekend,weekend_104300_1,,,1,,,0,0,,,
104300,20180401_weekend,weekend_104300_2,,,1,,,0,0,,,
104300,20180401_weekend,weekend_104300_3,,,1,,,0,0,,,
104300,20180401_weekend,weekend_104300_4,,,1,,,0,0,,,
104300,20180401_weekend,weekend_104300_5,,,1,,,0,0,,,
104300,20180401_weekend,weekend_104300_6,,,1,,,0,0,,,
104300,20180401_weekend,weekend_104300_7,,,1,,,0,0,,,
104300,20180401_weekend,weekend_104300_8,,,1,,,0,0,,,
104300,20180401_weekend,weekend_104300_9,,,1,,,0,0,,,
104300,20180401_weekend,weekend_104300_10,,,1,,,0,0,,,
104310,20180401_weekend,weekend_104310_0,,,0,,,0,0,,,
104310,20180401_weekend,weekend_104310_1,,,0,,,0,0,,,
104310,20180401_weekend,weekend_104310_2,,,0,,,0,0,,,
104310,20180401_weekend,weekend_104310_3,,,0,,,0,0,,,
104310,20180401_weekend,weekend_104310_4,,,0,,,0,0,,,
104310,20180401_weekend,weekend_104310_5,,,0,,,0,0,,,
104310,20180401_weekend,weekend_104310_6,,,0,,,0,0,,,
104310,20180401_weekend,weekend_104310_7,,,0,,,0,0,,,
104310,20180401_weekend,weekend_104310_8,,,0,,,0,0,,,
104310,20180401_weekend,weekend_104310_9,,,0,,,0,0,,,
106700,20180401_weekend,weekend_106700_0,,,1,,,0,0,,,
106700,20180401_weekend,weekend_106700_1,,,1,,,0,0,,,
106700,20180401_weekend,weekend_106700_2,,,1,,,0,0,,,
106700,20180401_weekend,weekend_106700_3,,,1,,,0,0,,,
106700,20180401_weekend,weekend_106700_4,,,1,,,0,0,,,
